Time (s),x (cm),y (cm),theta (deg)
4.64,-50.845068399999995,-213.8730713,-0.03237211542489152
4.65,-50.8459808,-213.87172850000002,-0.037242256683503505
4.66,-50.841729699999995,-213.88520510000004,-0.005099324376664327
4.67,-50.8451172,-213.8731445,-0.03964867942305297
4.68,-50.8436432,-213.8749268,-0.04159673592649776
4.6899999999999995,-50.845932,-213.8724609,-0.035924453754702615
4.7,-50.8444061,-213.87341309999996,-0.05706659639503
4.71,-50.8421234,-213.8758789,-0.04480529957923038
4.72,-50.845129400000005,-213.8741455,-0.036325524211294195
4.73,-50.8461761,-213.8719482,-0.03964867942305297
4.74,-50.8481689,-213.8712158,-0.03701307356545118
4.75,-50.842453,-213.8767578,-0.043773975547994885
4.76,-50.8455872,-213.87014159999998,-0.045836623610465865
4.77,-50.8451874,-213.8748291,-0.029507326449237398
4.78,-50.8464691,-213.8731201,-0.03878924273035673
4.79,-50.8403717,-213.86760250000003,-0.015183381570966815
4.8,-50.8471558,-213.8731201,-0.03134079139365603
4.8100000000000005,-50.845480300000006,-213.87204590000002,-0.037242256683503505
4.82,-50.841659500000006,-213.88286129999997,-0.002807493196141034
4.83,-50.846206699999996,-213.8742432,-0.031455382952682194
4.84,-50.8451172,-213.8727539,-0.03964867942305297
4.85,-50.847299199999995,-213.8708496,-0.0389038342893829
4.86,-50.846881100000004,-213.8700439,-0.04285724307578558
4.87,-50.8427216,-213.87583010000003,-0.04108107391088003
4.88,-50.848288,-213.8696289,-0.04709713075975367
4.89,-50.845129400000005,-213.87365719999997,-0.04852952524758073
4.9,-50.8491638,-213.8709961,-0.03941949630500064
4.91,-50.8440552,-213.87390140000002,-0.04726901809829291
4.92,-50.843679800000004,-213.87421879999997,-0.032715890101970006
4.93,-50.8463684,-213.87280270000002,-0.03552338329811104
4.9399999999999995,-50.8501892,-213.8707031,-0.040565411895262284
4.95,-50.8486511,-213.87114260000004,-0.04171132748552394
4.96,-50.846582,-213.87365719999997,-0.03088242515755137
4.97,-50.843899500000006,-213.8731201,-0.04709713075975367
4.98,-50.8455872,-213.8709717,-0.040966482351853864
4.99,-50.8475006,-213.8605713,-0.03833087649425208
5.0,-50.8478516,-213.87280270000002,-0.03884653850986981
5.01,-50.8462799,-213.87163089999999,-0.04102377813136695
5.02,-50.84293519999999,-213.87583010000003,-0.0398778625411053
5.03,-50.8465759,-213.8739502,-0.05070676486907785
5.04,-50.846749900000006,-213.87272950000002,-0.0460085109490051
5.05,-50.847052000000005,-213.87233890000002,-0.03947679208451372
5.06,-50.8452759,-213.87526859999997,-0.057181187954056155
5.07,-50.844198600000006,-213.87416989999997,-0.05345696228570581
5.08,-50.8453125,-213.8707764,-0.043372905091403326
5.09,-50.8423279,-213.87546390000003,-0.040794595013314616
5.1,-50.8473633,-213.87114260000004,-0.040680003454288446
5.11,-50.84615480000001,-213.8732666,-0.0359817495342157
5.12,-50.848294100000004,-213.871875,-0.04767008855488449
5.13,-50.8437347,-213.87570799999997,-0.058613582441883215
5.14,-50.845694,-213.87109379999998,-0.03878924273035673
5.15,-50.845230099999995,-213.8733398,-0.03328884789710082
5.16,-50.8479828,-213.8711914,-0.04062270767477537
5.17,-50.8445129,-213.875,-0.03134079139365603
5.18,-50.8453979,-213.87426760000002,-0.043430200870916404
5.19,-50.848452800000004,-213.8709717,-0.04698253920072751
5.2,-50.8446625,-213.8733643,-0.04411775022507339
5.21,-50.8457123,-213.87241210000002,-0.03850276383279132
5.22,-50.845230099999995,-213.8730225,-0.037929806037660496
5.23,-50.8498718,-213.8574951,-0.05087865220761711
5.24,-50.8471313,-213.87082519999998,-0.03873194695084365
5.25,-50.8515106,-213.867749,-0.043430200870916404
5.26,-50.84899599999999,-213.86945799999998,-0.04171132748552394
5.27,-50.8417023,-213.8789307,-0.05019110285346011
5.28,-50.84583740000001,-213.8727783,-0.04938896194027696
5.29,-50.8427856,-213.8758057,-0.03128349561414295
5.3,-50.841711399999994,-213.87695309999998,-0.04887329992465922
5.31,-50.8425903,-213.8733643,-0.03575256641616337
5.32,-50.8498016,-213.87006839999998,-0.03913301740743523
5.33,-50.843728600000006,-213.87453609999997,-0.034606650825901725
5.34,-50.84546809999999,-213.8732666,-0.04812845479098915
5.35,-50.8440308,-213.8728271,-0.03770062291960817
5.36,-50.8435791,-213.873584,-0.05070676486907785
5.37,-50.8494385,-213.8709717,-0.047326313877806
5.38,-50.845282000000005,-213.872998,-0.03833087649425208
5.39,-50.8449188,-213.87421879999997,-0.05013380707394703
5.4,-50.8468323,-213.872583,-0.0359817495342157
5.41,-50.8467804,-213.8704834,-0.040107045659157625
5.42,-50.844323700000004,-213.8731445,-0.04239887683968092
5.43,-50.8427979,-213.87614749999997,-0.04784197589342374
5.44,-50.8435913,-213.864624,-0.024350706293059986
5.45,-50.8426483,-213.87634280000003,-0.053800736962784305
5.46,-50.842392000000004,-213.8770996,-0.06273887856682514
5.47,-50.840979000000004,-213.884375,-0.009797578296737077
5.48,-50.8449738,-213.8741455,-0.03116890405511678
5.49,-50.8427612,-213.8741943,-0.06978625944693427
5.5,-50.8480072,-213.8724365,-0.038044397596686666
5.51,-50.84632570000001,-213.8729004,-0.05420180741937588
5.52,-50.8433228,-213.8741943,-0.03437746770784939
5.53,-50.846569800000005,-213.87036129999996,-0.03833087649425208
5.54,-50.8455261,-213.8731201,-0.04698253920072751
5.55,-50.8467133,-213.87216800000002,-0.03609634109324186
5.5600000000000005,-50.8457947,-213.8723145,-0.03959138364353989
5.57,-50.845230099999995,-213.87309570000002,-0.03770062291960817
5.58,-50.84839480000001,-213.86970209999998,-0.0430864261938379
5.59,-50.8466553,-213.87055660000001,-0.0430864261938379
5.6,-50.844879199999994,-213.87316890000002,-0.03586715797518953
5.61,-50.8451508,-213.8743652,-0.04549284893338736
5.62,-50.846225,-213.8729004,-0.03758603136058201
5.63,-50.8440308,-213.87695309999998,-0.06296806168487747
5.64,-50.84548650000001,-213.8721436,-0.04532096159484812
5.65,-50.846881100000004,-213.87087400000001,-0.03833087649425208
5.66,-50.8461487,-213.8726807,-0.03638281999080727
5.67,-50.8483704,-213.87224120000002,-0.03644011577032036
5.68,-50.8461487,-213.87182620000004,-0.03947679208451372
5.6899999999999995,-50.8479828,-213.87045899999998,-0.03689848200642502
5.7,-50.8453247,-213.87390140000002,-0.044003158666047225
5.71,-50.84457400000001,-213.872998,-0.05042028597151245
5.72,-50.845550499999995,-213.8764893,-0.04979003239686854
5.73,-50.843679800000004,-213.87409670000002,-0.05202456779787875
5.74,-50.8405975,-213.87844239999998,-0.057181187954056155
5.75,-50.8456299,-213.87272950000002,-0.03380450991271857
5.76,-50.843524200000004,-213.87775879999998,-0.05488935677353286
5.77,-50.847000099999995,-213.87143550000002,-0.04194051060357626
5.78,-50.846582,-213.872998,-0.057811441528700054
5.79,-50.846643099999994,-213.87365719999997,-0.04812845479098915
5.8,-50.8471008,-213.8741455,-0.04320101775286407
5.8100000000000005,-50.8460449,-213.87131349999999,-0.05105053954615635
5.82,-50.845730599999996,-213.8717041,-0.04027893299769688
5.83,-50.847326699999996,-213.8709961,-0.043430200870916404
5.84,-50.846688799999995,-213.8717529,-0.04062270767477537
5.85,-50.8421234,-213.87690429999998,-0.04371667976848181
5.86,-50.838946500000006,-213.88671879999998,-0.021829691994484365
5.87,-50.8422241,-213.87626949999998,-0.05122242688469559
5.88,-50.8487213,-213.8706787,-0.03770062291960817
5.89,-50.84741820000001,-213.8744385,-0.04285724307578558
5.9,-50.8473755,-213.8715088,-0.039705975202566045
5.91,-50.848175,-213.86933589999998,-0.04228428528065475
5.92,-50.846801799999994,-213.87143550000002,-0.035637974857137204
5.93,-50.8505341,-213.8679932,-0.04360208820945565
5.9399999999999995,-50.8462799,-213.8720703,-0.0369557777859381
5.95,-50.8410278,-213.8785889,-0.04566473627192661
5.96,-50.845517,-213.8730225,-0.036039045313728785
5.97,-50.8469574,-213.8700439,-0.040508116115749206
5.98,-50.8427032,-213.87241210000002,-0.04927437038125079
5.99,-50.8470306,-213.8699951,-0.04234158106016784
6.0,-50.83929440000001,-213.88666989999996,-0.01741791697197703
6.01,-50.846911600000006,-213.87346190000002,-0.03260129854294384
6.02,-50.8442352,-213.8746338,-0.05454558209645437
6.03,-50.841467300000005,-213.87421879999997,-0.058040624646752394
6.04,-50.8453125,-213.87304690000002,-0.04612310250803127
6.05,-50.845562699999995,-213.87192379999996,-0.03976327098207914
6.06,-50.847213700000005,-213.8717529,-0.03878924273035673
6.07,-50.8476746,-213.87082519999998,-0.05156620156177409
6.08,-50.844198600000006,-213.873584,-0.04652417296462284
6.09,-50.845736699999996,-213.87131349999999,-0.05030569441248627
6.1,-50.847345000000004,-213.87346190000002,-0.040966482351853864
6.11,-50.8514221,-213.8688721,-0.04348749665042948
6.12,-50.8461884,-213.87294920000005,-0.03586715797518953
6.13,-50.8431183,-213.8755127,-0.05993138537068411
6.14,-50.847470099999995,-213.87021479999999,-0.03953408786402681
6.15,-50.847351100000004,-213.87104489999996,-0.03626822843178111
6.16,-50.8454437,-213.87104489999996,-0.04142484858795852
6.17,-50.846637,-213.87321780000002,-0.03626822843178111
6.18,-50.847958399999996,-213.8711182,-0.040794595013314616
6.19,-50.8469879,-213.87172850000002,-0.03328884789710082
6.2,-50.8442474,-213.87294920000005,-0.05110783532566943
6.21,-50.8459442,-213.87265620000002,-0.04738360965731908
6.22,-50.8451508,-213.87385250000003,-0.045435553153874285
6.23,-50.8436249,-213.87546390000003,-0.04451882068166496
6.24,-50.8475189,-213.86083979999998,-0.032486706983917674
6.25,-50.8487762,-213.86801760000003,-0.0444042291226388
6.26,-50.847820999999996,-213.87065429999998,-0.03701307356545118
6.27,-50.8436737,-213.88266600000003,-0.000515662015617741
6.28,-50.846563700000004,-213.87229000000002,-0.03678389044739885
6.29,-50.8444855,-213.8745605,-0.06543178020394001
6.3,-50.83997190000001,-213.8777832,-0.05351425806521889
6.31,-50.8451996,-213.87211910000002,-0.04973273661735545
6.32,-50.842510999999995,-213.87670899999998,-0.04589391938997894
6.33,-50.8431732,-213.8760498,-0.03770062291960817
6.34,-50.8478119,-213.8709961,-0.03964867942305297
6.35,-50.845575000000004,-213.87360840000002,-0.033861805692231656
6.36,-50.8440247,-213.88190920000002,0.00045836623610465854
6.37,-50.8483002,-213.8709229,-0.03512231284151946
6.38,-50.846688799999995,-213.87131349999999,-0.03953408786402681
6.39,-50.843335,-213.877124,-0.04870141258611997
6.4,-50.8446991,-213.883252,-0.09631420536149138
6.41,-50.8443359,-213.8721924,-0.04131025702893236
6.42,-50.844491600000005,-213.8737061,-0.029679213787776645
6.43,-50.848019400000005,-213.8697998,-0.03999245410013146
6.44,-50.8467804,-213.87297359999997,-0.043430200870916404
6.45,-50.844491600000005,-213.873877,-0.03580986219567645
6.46,-50.842617800000006,-213.8760498,-0.056321751261359916
6.47,-50.847332800000004,-213.87241210000002,-0.03414828458979706
6.48,-50.8437561,-213.87434079999997,-0.042456172619194
6.49,-50.842028799999994,-213.875293,-0.03002298846485514
6.5,-50.84583740000001,-213.87172850000002,-0.04188321482406318
6.51,-50.8450165,-213.87397460000003,-0.03437746770784939
6.52,-50.8450043,-213.8746094,-0.030825129378038288
6.53,-50.844860800000006,-213.8727539,-0.03621093265226803
6.54,-50.847006199999996,-213.87185059999996,-0.03638281999080727
6.55,-50.8466675,-213.87053219999999,-0.0444042291226388
6.5600000000000005,-50.8479889,-213.87182620000004,-0.03919031318694831
6.57,-50.8477753,-213.8732422,-0.032486706983917674
6.58,-50.8465363,-213.87233890000002,-0.035351495959571794
6.59,-50.846011399999995,-213.871582,-0.03884653850986981
6.6,-50.844580099999995,-213.8740723,-0.040966482351853864
6.61,-50.842867999999996,-213.8768066,-0.04640958140559668
6.62,-50.8469574,-213.87248540000002,-0.03959138364353989
6.63,-50.8427856,-213.877002,-0.024751776749651566
6.64,-50.844848600000006,-213.87297359999997,-0.047326313877806
6.65,-50.84613650000001,-213.8719482,-0.0369557777859381
6.66,-50.8413971,-213.87695309999998,-0.05357155384473197
6.67,-50.846569800000005,-213.87421879999997,-0.04331560931189023
6.68,-50.8438049,-213.87861329999996,-0.06325454058244288
6.6899999999999995,-50.84626769999999,-213.87280270000002,-0.04681065186218826
6.7,-50.8406158,-213.87651370000003,-0.06182214609461582
6.71,-50.843530300000005,-213.8730713,-0.03615363687275494
6.72,-50.8481262,-213.87082519999998,-0.04027893299769688
6.73,-50.846106,-213.8730225,-0.03701307356545118
6.74,-50.848764,-213.87065429999998,-0.04045082033623612
6.75,-50.8462128,-213.87292480000002,-0.03237211542489152
6.76,-50.84917599999999,-213.8678223,-0.046065806728518184
6.77,-50.843984999999996,-213.87729489999998,-0.033575326794666245
6.78,-50.847464,-213.8727783,-0.035179608621032546
6.79,-50.848083499999994,-213.87204590000002,-0.036325524211294195
6.8,-50.8492065,-213.86909179999998,-0.04406045444556031
6.8100000000000005,-50.8471802,-213.8699707,-0.038388172273765155
6.82,-50.8464691,-213.8706787,-0.03901842584840906
6.83,-50.8428619,-213.8836182,-0.001776169164905552
6.84,-50.8453186,-213.8761719,-0.03861735539181749
6.85,-50.8468933,-213.8746338,-0.042570764178220165
6.86,-50.84614259999999,-213.87204590000002,-0.05042028597151245
6.87,-50.8467438,-213.87072750000002,-0.040107045659157625
6.88,-50.84328,-213.8738037,-0.05609256814330758
6.89,-50.846517899999995,-213.87241210000002,-0.03867465117133057
6.9,-50.8467072,-213.8751953,-0.05626445548184684
6.91,-50.8456116,-213.8723145,-0.035924453754702615
6.92,-50.8449005,-213.8742432,-0.030424058921446714
6.93,-50.8475555,-213.8692871,-0.04371667976848181
6.9399999999999995,-50.84583740000001,-213.8722168,-0.038101693376199744
6.95,-50.8445374,-213.87651370000003,-0.028819777095080407
6.96,-50.8422485,-213.87802729999999,-0.022288058230589023
6.97,-50.8472443,-213.8720703,-0.03409098881028398
6.98,-50.84694519999999,-213.87265620000002,-0.04612310250803127
6.99,-50.8440796,-213.8738281,-0.03397639725125782
7.0,-50.8468323,-213.8734375,-0.03552338329811104
7.01,-50.8433228,-213.8840088,-0.0005729577951308233
7.02,-50.843060300000005,-213.876001,-0.05305589182911423
7.03,-50.8466949,-213.87160640000002,-0.05156620156177409
7.04,-50.842340099999994,-213.8761963,-0.05511853989158519
7.05,-50.846106,-213.87426760000002,-0.056035272363794505
7.06,-50.8506012,-213.8712158,-0.039247608966461386
7.07,-50.84566349999999,-213.87341309999996,-0.03741414402204276
7.08,-50.84505,-213.87316890000002,-0.03666929888837269
7.09,-50.844561799999994,-213.8748779,-0.04348749665042948
7.1,-50.84534910000001,-213.87292480000002,-0.03678389044739885
7.11,-50.846463,-213.8721436,-0.0430864261938379
7.12,-50.8465942,-213.8726807,-0.03953408786402681
7.13,-50.8493713,-213.8701904,-0.04228428528065475
7.14,-50.8491394,-213.8700439,-0.05053487753053861
7.15,-50.847299199999995,-213.87229000000002,-0.05660823015892534
7.16,-50.846286,-213.8741455,-0.03191374918878685
7.17,-50.846862800000004,-213.87224120000002,-0.04016434143867071
7.18,-50.8483521,-213.8719971,-0.050649469089564775
7.19,-50.8440674,-213.8751221,-0.04560744049241353
7.2,-50.8479523,-213.87124020000002,-0.03873194695084365
7.21,-50.84740599999999,-213.87026370000004,-0.043143721973350986
7.22,-50.8450928,-213.8741211,-0.033919101471744734
7.23,-50.845282000000005,-213.8745605,-0.03414828458979706
7.24,-50.8478455,-213.87114260000004,-0.04131025702893236
7.25,-50.8474365,-213.8719482,-0.0453782573743612
7.26,-50.8447754,-213.8731445,-0.04898789148368539
7.27,-50.845400999999995,-213.8735596,-0.04703983498024059
7.28,-50.845813,-213.87160640000002,-0.04394586288653414
7.29,-50.846380599999996,-213.8732666,-0.04915977882222463
7.3,-50.8444244,-213.8736816,-0.03684118622691194
7.31,-50.8475372,-213.8712646,-0.037643327140095086
7.32,-50.845761100000004,-213.873584,-0.02864788975654116
7.33,-50.8415833,-213.87795409999998,-0.047555496995858336
7.34,-50.8432434,-213.87839359999998,-0.03483583394395406
7.35,-50.8479828,-213.8738037,-0.02927814333118507
7.36,-50.84566349999999,-213.87294920000005,-0.03575256641616337
7.37,-50.850082400000005,-213.86994629999998,-0.038101693376199744
7.38,-50.84710690000001,-213.87028809999998,-0.04268535573724633
7.39,-50.8418274,-213.8831787,-0.0022345354010102104
7.4,-50.845248399999996,-213.875293,-0.040794595013314616
7.41,-50.8474365,-213.8720947,-0.03718496090399043
7.42,-50.848339800000005,-213.8712891,-0.03638281999080727
7.43,-50.845431500000004,-213.87167970000002,-0.0369557777859381
7.44,-50.845425399999996,-213.8731201,-0.03334614367661391
7.45,-50.8440674,-213.8746094,-0.037987101817173574
7.46,-50.8459442,-213.87360840000002,-0.035924453754702615
7.47,-50.8461121,-213.8732666,-0.03495042550298021
7.48,-50.8473145,-213.8727783,-0.04469070802020421
7.49,-50.844442699999995,-213.87211910000002,-0.040508116115749206
7.5,-50.8460632,-213.87160640000002,-0.04331560931189023
7.51,-50.8436249,-213.8782471,-0.04480529957923038
7.52,-50.8429535,-213.87836910000001,-0.04663876452364901
7.53,-50.8478699,-213.87131349999999,-0.03884653850986981
7.54,-50.845300300000005,-213.871582,-0.04022163721818379
7.55,-50.8459747,-213.8734375,-0.034606650825901725
7.5600000000000005,-50.848751799999995,-213.8722656,-0.039075721627922146
7.57,-50.845517,-213.8747559,-0.047154426539266756
7.58,-50.8482574,-213.87224120000002,-0.03867465117133057
7.59,-50.8470245,-213.8728271,-0.046466877185109765
7.6,-50.845874,-213.8745605,-0.028361410858975748
7.61,-50.8456055,-213.87241210000002,-0.04045082033623612
7.62,-50.846643099999994,-213.8724365,-0.039247608966461386
7.63,-50.8467804,-213.87272950000002,-0.048644116806606894
7.64,-50.8431549,-213.8751221,-0.029908396905828975
